Date,Time,Defect Name,Station,Part of the Car,Reporter Name,Part Number,Severity Rating,Car Model,Motor Type,Design Package,Production Shift,Resolution Time (in hours),Root Cause Identified,Defect Category
14.02.23,17:15:00,Faulty Battery,Headlight installation,Dashboard,Chris Lee,313580,7,Base,Long Range,Offroad,Morning,5,Yes,Cosmetic
07.01.23,16:15:00,Cracked Windshield,Axel installation,Windshield,Michael Johnson,943829,1,Long,Standard,Luxury,Afternoon,21,,Cosmetic
13.04.23,12:15:00,Loose Wiring,Dashboard installation,Windshield,Chris Lee,153281,1,IX0M,Standard,Luxury,Morning,21,Yes,Cosmetic
09.06.23,16:00:00,Cracked Windshield,Second row seats installation,Dashboard,John Doe,523688,6,IX0M,Long Range,Race,Afternoon,3,No,Cosmetic
19.06.23,13:15:00,Faulty Battery,Axel installation,Door Panel,Jane Smith,170880,10,IX0M,Standard,Race,Night,14,No,Cosmetic
10.07.23,10:00:00,Brake Malfunction,Axel installation,Steering Wheel,John Doe,828464,7,Long,High Performance,Eco,Morning,8,Yes,Cosmetic
09.05.23,15:30:00,Paint Scratch,Axel installation,Dashboard,John Doe,312533,7,Long,High Performance,Luxury,Morning,1,Yes,Cosmetic
11.08.23,08:30:00,Paint Scratch,Rear bumper installation,First Row Seats,Emily Davis,668191,5,Base,Long Range,Offroad,Morning,3,Yes,Cosmetic
09.06.23,16:45:00,Loose Wiring,Axel installation,Battery,Emily Davis,396655,2,Long,High Performance,Luxury,Morning,2,,Cosmetic
27.11.23,12:00:00,Loose Wiring,Steering wheel installation,Steering Wheel,Jane Smith,283375,6,Base,High Performance,Offroad,Afternoon,2,Yes,Functional
03.12.23,08:00:00,Paint Scratch,Windshield installation,Dashboard,Michael Johnson,321482,6,Alpina,Long Range,Offroad,Night,13,Yes,Cosmetic
15.01.23,16:00:00,Loose Wiring,Tire and rim installation,Windshield,John Doe,877642,9,Long,Long Range,Eco,Morning,19,Yes,Cosmetic
28.04.23,11:30:00,Cracked Windshield,Dashboard installation,Axel,Michael Johnson,338653,9,Base,Standard,Luxury,Night,10,Yes,Cosmetic
30.01.23,15:45:00,Loose Wiring,Wire harness installation,Axel,Chris Lee,230971,3,Alpina,High Performance,Eco,Afternoon,11,Yes,Cosmetic
16.02.23,11:15:00,Faulty Battery,EV battery installation,Steering Wheel,Chris Lee,749352,9,Long,High Performance,Luxury,Afternoon,12,Yes,Electrical
06.03.23,17:45:00,Loose Wiring,EV battery installation,Door Panel,Chris Lee,232889,2,IX0M,Long Range,Offroad,Afternoon,3,,Cosmetic
11.01.23,18:00:00,Loose Wiring,Tire and rim installation,Steering Wheel,Emily Davis,918264,5,Alpina,Long Range,Offroad,Afternoon,16,Yes,Cosmetic
23.11.23,09:45:00,Loose Wiring,First row seats installation,First Row Seats,Chris Lee,835329,3,IX0M,Long Range,Eco,Night,3,Yes,Cosmetic
13.09.23,15:45:00,Cracked Windshield,Axel installation,Battery,Jane Smith,543270,10,Base,Long Range,Race,Afternoon,18,,Cosmetic
01.10.23,17:00:00,Cracked Windshield,First row seats installation,Axel,Michael Johnson,849158,10,Base,High Performance,Eco,Night,23,Yes,Cosmetic
21.05.23,17:15:00,Loose Wiring,Windshield installation,Second Row Seats,John Doe,763015,7,Base,High Performance,Offroad,Morning,6,,Cosmetic
23.02.23,12:00:00,Loose Wiring,Second row seats installation,First Row Seats,Emily Davis,977119,3,Base,Standard,Luxury,Morning,11,No,Cosmetic
04.08.23,15:00:00,Faulty Battery,Wire harness installation,Axel,Jane Smith,871788,2,Long,High Performance,Race,Morning,20,Yes,Cosmetic
25.11.23,17:30:00,Paint Scratch,Windshield installation,Steering Wheel,Michael Johnson,433756,7,IX0M,Long Range,Race,Morning,13,,Functional
07.06.23,12:45:00,Loose Wiring,Wire harness installation,Windshield,John Doe,163204,5,Base,High Performance,Luxury,Night,5,Yes,Cosmetic
29.08.23,09:15:00,Sensor Failure,EV battery installation,Tires and Rims,Chris Lee,641924,10,Pick-Up,High Performance,Offroad,Afternoon,16,,Cosmetic
16.11.23,17:00:00,Loose Wiring,Axel installation,Steering Wheel,Chris Lee,509734,7,IX0M,Long Range,Race,Afternoon,9,No,Cosmetic
05.10.23,17:00:00,Faulty Battery,Wire harness installation,Wire Harness,Michael Johnson,841288,1,IX0M,Long Range,Race,Night,14,Yes,Cosmetic
02.07.23,10:00:00,Cracked Windshield,Steering wheel installation,Battery,Emily Davis,153726,7,IX0M,Long Range,Luxury,Afternoon,17,,Cosmetic
14.04.23,10:00:00,Paint Scratch,Dashboard installation,Door Panel,Chris Lee,446596,1,Long,Long Range,Offroad,Morning,4,,Cosmetic
24.05.23,14:15:00,Faulty Battery,EV battery installation,Door Panel,Chris Lee,793548,10,IX0M,High Performance,Offroad,Night,21,No,Cosmetic
05.07.23,09:30:00,Faulty Battery,EV battery installation,First Row Seats,Michael Johnson,834534,3,Base,Long Range,Luxury,Afternoon,3,Yes,Functional
29.12.23,13:45:00,Sensor Failure,Dashboard installation,Wire Harness,Emily Davis,234422,10,Pick-Up,High Performance,Luxury,Night,1,Yes,Cosmetic
20.08.23,13:00:00,Loose Wiring,EV battery installation,Door Panel,John Doe,691951,2,Alpina,Long Range,Offroad,Morning,8,,Cosmetic
16.04.23,10:15:00,Paint Scratch,Axel installation,Axel,Emily Davis,580549,6,IX0M,High Performance,Eco,Morning,17,Yes,Critical
13.10.23,15:00:00,Cracked Windshield,Steering wheel installation,Steering Wheel,Michael Johnson,283985,8,IX0M,Long Range,Race,Morning,7,Yes,Cosmetic
13.06.23,08:00:00,Loose Wiring,Axel installation,Second Row Seats,Chris Lee,585152,7,Long,High Performance,Luxury,Morning,21,Yes,Cosmetic
15.04.23,08:15:00,Loose Wiring,EV battery installation,First Row Seats,John Doe,894759,3,Alpina,Long Range,Offroad,Afternoon,13,Yes,Cosmetic
06.03.23,12:30:00,Faulty Battery,Axel installation,Battery,Michael Johnson,945802,3,IX0M,Standard,Race,Night,1,Yes,Cosmetic
10.10.23,18:00:00,Paint Scratch,Wire harness installation,Tires and Rims,Jane Smith,954064,5,Base,Long Range,Offroad,Night,19,Yes,Cosmetic
03.06.23,15:15:00,Paint Scratch,Headlight installation,Windshield,Michael Johnson,623106,8,Long,Long Range,Luxury,Morning,8,,Cosmetic
21.11.23,16:15:00,Paint Scratch,Steering wheel installation,Battery,Chris Lee,680765,2,Alpina,High Performance,Luxury,Morning,5,Yes,Cosmetic
30.06.23,16:45:00,Faulty Battery,Dashboard installation,Wire Harness,Jane Smith,868834,2,IX0M,High Performance,Race,Morning,20,,Cosmetic
22.07.23,12:15:00,Paint Scratch,First row seats installation,Wire Harness,Chris Lee,879147,7,Base,High Performance,Offroad,Afternoon,11,Yes,Cosmetic
06.11.23,10:30:00,Cracked Windshiedl,Headlight installation,Dashboard,Jane Smith,407466,8,Alpina,Standard,Luxury,Morning,17,Yes,Cosmetic
20.07.23,11:15:00,Cracked Windshield,Steering wheel installation,Steering Wheel,Chris Lee,123187,10,IX0M,High Performance,Race,Night,15,Yes,Cosmetic
03.09.23,17:45:00,Hydraulic Leak,Tire and rim installation,Second Row Seats,Jane Smith,122462,5,Base,High Performance,Race,Afternoon,3,Yes,Functional
12.01.23,15:00:00,Loose Wiring,Second row seats installation,Second Row Seats,Michael Johnson,144235,10,Alpina,Standard,Luxury,Afternoon,15,No,Cosmetic
28.02.23,15:15:00,Cracked Windshield,Axel installation,Battery,Chris Lee,398301,7,Base,Long Range,Offroad,Afternoon,17,,Cosmetic
04.02.23,17:30:00,Cracked Windshield,Wire harness installation,Axel,Jane Smith,977669,8,Long,High Performance,Offroad,Afternoon,18,,Cosmetic
04.02.23,11:15:00,Paint Scratch,Tire and rim installation,Windshield,John Doe,974840,9,IX0M,High Performance,Race,Morning,23,Yes,Functional
25.09.23,14:30:00,Cracked Windshield,Axel installation,Wire Harness,Michael Johnson,410643,8,Base,Long Range,Race,Morning,17,Yes,Critical
17.01.23,10:30:00,Paint Scratch,Windshield installation,Door Panel,Emily Davis,104611,4,Alpina,Long Range,Eco,Morning,4,,Cosmetic
25.02.23,16:15:00,Loose Wiring,Axel installation,Battery,Chris Lee,531521,2,Base,Long Range,Race,Night,11,,Cosmetic
18.01.23,17:00:00,Faulty Battery,EV battery installation,Battery,Chris Lee,134694,10,IX0M,Long Range,Luxury,Morning,13,Yes,Cosmetic
03.12.23,09:00:00,Loose Wiring,Wire harness installation,Wire Harness,Emily Davis,939487,2,Alpina,Long Range,Eco,Morning,2,,Functional
26.10.23,08:30:00,Paint Scratch,Tire and rim installation,Axel,Michael Johnson,114191,9,IX0M,High Performance,Luxury,Night,12,,Functional
16.07.23,12:30:00,Cracked Windshield,Wire harness installation,Axel,John Doe,924722,1,IX0M,High Performance,Luxury,Morning,17,Yes,Cosmetic
22.07.23,09:00:00,Loose Wiring,Headlight installation,Steering Wheel,Michael Johnson,241983,10,Alpina,Long Range,Offroad,Morning,3,,Functional
23.12.23,08:15:00,Loose Wiring,Axel installation,Wire Harness,Chris Lee,553687,8,Alpina,Long Range,Offroad,Morning,14,Yes,Functional
20.03.23,18:00:00,Loose Wiring,Second row seats installation,First Row Seats,Chris Lee,917183,7,Base,Long Range,Eco,Night,8,No,Cosmetic
03.04.23,11:30:00,Cracked Windshield,Wire harness installation,Wire Harness,Jane Smith,241420,8,Long,Long Range,Race,Morning,1,,Cosmetic
27.02.23,17:15:00,Cracked Windshield,First row seats installation,Door Panel,Chris Lee,226391,7,Base,High Performance,Luxury,Night,23,,Cosmetic
21.09.23,11:30:00,Loose Wiring,Steering wheel installation,Axel,Jane Smith,360387,6,Alpina,Long Range,Offroad,Morning,9,No,Functional
31.08.23,10:30:00,Paint Scratch,Tire and rim installation,Axel,Chris Lee,760731,5,IX0M,High Performance,Offroad,Morning,14,Yes,Cosmetic
03.09.23,11:30:00,Loose Wiring,Windshield installation,Axel,Chris Lee,809628,10,Alpina,Standard,Luxury,Morning,23,,Cosmetic
22.11.23,13:00:00,Faulty Battery,Wire harness installation,Battery,Chris Lee,753958,3,IX0M,Long Range,Race,Afternoon,20,,Functional
14.04.23,09:45:00,Loose Wiring,EV battery installation,Steering Wheel,Chris Lee,170444,8,Long,Standard,Offroad,Morning,15,Yes,Cosmetic
07.10.23,09:00:00,Faulty Battery,Windshield installation,Battery,John Doe,410917,1,Alpina,Long Range,Offroad,Afternoon,16,Yes,Cosmetic
27.11.23,08:45:00,Paint Scratch,Rear bumper installation,Door Panel,Chris Lee,691569,10,Base,Long Range,Race,Afternoon,14,Yes,Cosmetic
11.09.23,15:45:00,Faulty Battery,Steering wheel installation,Windshield,Michael Johnson,127248,2,Long,Standard,Race,Night,10,Yes,Cosmetic
02.04.23,08:30:00,Loose Wiring,Wire harness installation,Headlight,Michael Johnson,376492,5,Long,Long Range,Race,Night,14,Yes,Cosmetic
22.12.23,13:45:00,Loose Wiring,Windshield installation,Rear Bumper,Jane Smith,342642,3,IX0M,Standard,Offroad,Morning,4,Yes,Cosmetic
26.02.23,18:00:00,Sensor Failure,EV battery installation,Wire Harness,Chris Lee,105689,9,IX0M,High Performance,Luxury,Morning,8,Yes,Electrical
23.12.23,15:15:00,Loose Wiring,Steerign wheel installation,Dashboard,Jane Smith,285557,4,IX0M,High Performance,Luxury,Night,22,Yes,Cosmetic
02.06.23,11:30:00,Cracked Windshield,Tire and rim installation,Battery,Chris Lee,615869,9,IX0M,High Performance,Race,Morning,10,Yes,Cosmetic
09.10.23,16:00:00,Cracked Windshield,Steering wheel instalaltion,Axel,Michael Johnson,489684,8,IX0M,Long Range,Luxury,Morning,4,Yes,Cosmetic
02.08.23,09:45:00,Loose Wiring,Axel instlalation,Dashboard,Michael Johnson,591171,3,Long,Long Range,Offroad,Afternoon,3,,Cosmetic
17.02.23,16:30:00,Cracked Windshield,Windshield installation,Tires and Rims,Chris Lee,877223,5,Base,High Performance,Eco,Night,5,,Cosmetic
29.07.23,14:45:00,Loose Wiring,Rear bumper installation,Wire Harness,John Doe,166740,6,Pick-Up,Long Range,Race,Afternoon,8,Yes,Cosmetic
25.02.23,16:15:00,Loose Wiring,Dashboard installation,Second Row Seats,Emily Davis,569916,10,Long,Long Range,Offroad,Afternoon,7,No,Cosmetic
20.06.23,10:15:00,Loose Wiring,Tire and rim installation,Battery,Chris Lee,116024,2,Long,Long Range,Luxury,Morning,8,Yes,Cosmetic
23.04.23,13:45:00,Loose Wiirng,Rear bumper installation,Wire Harness,Chris Lee,117552,3,Long,Long Range,Race,Night,15,No,Cosmetic
31.07.23,16:30:00,Loose Wiring,Second row seats installation,Windshield,Chris Lee,429943,9,IX0M,Standard,Race,Morning,19,No,Cosmetic
20.09.23,15:15:00,Paint Scratch,Steering wheel installation,Second Row Seats,Jane Smith,270735,7,Alpina,Long Range,Offroad,Afternoon,11,Yes,Functional
20.11.23,16:30:00,Loose Wiring,Axel installation,Axel,Chris Lee,654131,3,Alpina,High Performance,Race,Morning,18,,Cosmetic
14.06.23,11:15:00,Cracked Windshield,First row seats installation,Door Panel,John Doe,251608,6,IX0M,Long Range,Race,Night,1,Yes,Cosmetic
09.03.23,17:00:00,cRacKed WiNDSHIeld,Axel installation,Axel,Emily Davis,818079,3,IX0M,High Performance,Luxury,Afternoon,15,No,Cosmetic
03.04.23,12:45:00,Loose Wiring,EV battery installation,Battery,Chris Lee,666477,6,Long,Long Range,Race,Morning,21,Yes,Cosmetic
04.02.23,17:45:00,Faulty Battery,Windshield installation,Windshield,Michael Johnson,168282,10,Long,Standard,Offroad,Afternoon,10,Yes,Cosmetic
18.02.23,14:00:00,Faulty Battery,Headlight installation,Wire Harness,John Doe,922274,1,Long,Long Range,Race,Morning,5,,Cosmetic
12.03.23,17:30:00,Cracked Windshield,Windshield installation,Dashboard,Michael Johnson,219455,4,Base,Long Range,Luxury,Afternoon,1,Yes,Cosmetic
14.03.23,14:45:00,Faulty Battery,Dashboard installation,Dashboard,John Doe,832229,10,Base,High Performance,Offroad,Night,15,,Cosmetic
08.08.23,09:30:00,Loose Wiring,Dashboard installation,Battery,Jane Smith,801726,10,Base,Standard,Offroad,Night,14,Yes,Cosmetic
08.11.23,12:15:00,Cracked Windshield,Axel installation,Windshield,Chris Lee,279286,1,IX0M,Standard,Race,Morning,14,Yes,Cosmetic
20.04.23,16:15:00,Loose Wiring,Steering wheel installation,Windshield,John Doe,462419,7,IX0M,Long Range,Offroad,Morning,18,Yes,Functional
31.01.23,14:15:00,Loose Wiring,Headlight installation,Battery,Jane Smith,758307,8,Long,Long Range,Race,Morning,6,,Cosmetic
25.10.23,08:00:00,Faulty Battery,EV battery installation,First Row Seats,Chris Lee,634767,8,Long,Long Range,Luxury,Afternoon,3,Yes,Cosmetic
01.06.23,16:00:00,Brake Malfunction,Axel installation,Tires and Rims,Chris Lee,831642,7,Long,Standard,Offroad,Night,18,,Cosmetic
11.03.23,09:15:00,Cracked Windshield,Axel installation,Axel,Michael Johnson,387998,8,Base,Long Range,Eco,Night,22,Yes,Cosmetic
08.07.23,10:00:00,Cracked Windshield,Wire harness installation,Steering Wheel,Chris Lee,155156,10,Base,High Performance,Eco,Morning,10,Yes,Cosmetic
23.02.23,13:30:00,Loose Wiring,Headlight installation,Dashboard,Michael Johnson,682512,1,Base,Long Range,Offroad,Morning,3,No,Cosmetic
22.06.23,16:30:00,Cracked Windshield,Steering wheel installation,Windshield,John Doe,957081,2,Long,High Performance,Offroad,Morning,9,Yes,Cosmetic
15.12.23,13:30:00,Loose Wiring,First row seats installation,Windshield,John Doe,203747,5,Base,Long Range,Race,Night,4,,Cosmetic
12.06.23,12:30:00,Paint Scratch,Headlight installation,Dashboard,Chris Lee,514422,8,Base,High Performance,Offroad,Afternoon,22,Yes,Cosmetic
01.08.23,09:15:00,Cracked Windshield,EV battery installation,Windshield,Michael Johnson,704876,1,IX0M,Long Range,Eco,Afternoon,1,Yes,Cosmetic
02.10.23,17:15:00,Hydraulic Leak,Rear bumper installation,Axel,Chris Lee,375735,10,Long,High Performance,Offroad,Morning,10,,Electrical
10.06.23,08:30:00,Cracked Windshield,Dashboard installation,Windshield,Emily Davis,535526,9,IX0M,High Performance,Eco,Morning,8,Yes,Cosmetic
13.03.23,13:00:00,Faulty Battery,EV battery installation,Axel,John Doe,744221,4,IX0M,Standard,Offroad,Morning,17,Yes,Cosmetic
20.06.23,15:00:00,Loose Wiring,Windshield installation,Door Panel,Chris Lee,950243,9,Alpina,High Performance,Offroad,Morning,9,Yes,Cosmetic
08.07.23,08:30:00,Faulty Battery,Axel installation,Windshield,Emily Davis,146305,2,Long,Long Range,Offroad,Morning,2,Yes,Cosmetic
07.08.23,14:45:00,Cracked Windshield,Windshield installation,Wire Harness,Chris Lee,246397,5,Long,Standard,Luxury,Night,1,Yes,Cosmetic
08.04.23,11:15:00,Cracked Windshiedl,Rera bumper installation,Door Panel,Michael Johnson,383164,5,Alpina,High Performance,Offroad,Afternoon,14,,Cosmetic
06.11.23,12:15:00,Cracked Windshield,Axel installation,Windshield,John Doe,510266,10,Base,Standard,Offroad,Afternoon,14,Yes,Cosmetic
06.05.23,09:15:00,Paint Scratch,Tire and rim installation,Dashboard,Chris Lee,962943,6,IX0M,Long Range,Luxury,Morning,16,No,Functional
09.04.23,11:45:00,Hydraulic Leak,Headlight installation,Axel,John Doe,582581,6,Base,Long Range,Eco,Morning,14,Yes,Cosmetic
05.10.23,16:30:00,Sensor Failure,Wire harness installation,Wire Harness,Michael Johnson,675509,8,IX0M,Standard,Race,Afternoon,17,Yes,Functional
14.10.23,11:30:00,Hydraulic Leak,EV battery installation,Battery,Chris Lee,454788,7,Alpina,Long Range,Offroad,Night,19,,Cosmetic
08.02.23,10:45:00,Faulty Battery,Dashboard installation,Second Row Seats,John Doe,244365,3,Base,High Performance,Race,Afternoon,10,,Cosmetic
04.08.23,09:30:00,Faulty Battery,Windshield installation,Windshield,Emily Davis,452543,2,Long,Long Range,Offroad,Morning,1,Yes,Cosmetic
30.06.23,16:30:00,Loose Wiring,Wire harness installation,Axel,John Doe,115005,3,Long,Standard,Offroad,Morning,18,,Cosmetic
01.01.23,13:00:00,Cracked Windshield,Steering wheel installation,Axel,John Doe,489231,7,IX0M,Long Range,Race,Afternoon,8,Yes,Cosmetic
23.01.23,11:00:00,Loose Wiring,Axel installation,Steering Wheel,Chris Lee,510107,7,Alpina,Standard,Luxury,Morning,21,No,Cosmetic
28.11.23,15:00:00,Cracked Windshield,Steering wheel installation,Axel,Michael Johnson,571323,3,Alpina,High Performance,Offroad,Morning,15,Yes,Cosmetic
10.03.23,17:00:00,Loose Wiring,Windshield installation,Battery,Chris Lee,265604,8,Base,Long Range,Offroad,Morning,9,Yes,Cosmetic
28.01.23,08:15:00,Faulty Battery,Axel installation,First Row Seats,Michael Johnson,846578,10,IX0M,High Performance,Race,Afternoon,16,Yes,Cosmetic
07.07.23,10:15:00,Loose Wiring,Windshield installation,Battery,Michael Johnson,169967,9,IX0M,Long Range,Offroad,Morning,12,No,Cosmetic
07.11.23,14:00:00,Cracked Windshield,Steering wheel installation,Battery,John Doe,734756,2,Alpina,High Performance,Race,Morning,20,Yes,Cosmetic
31.05.23,17:15:00,Cracked Windshield,Steering wheel installation,Wire Harness,Emily Davis,216714,5,Pick-Up,Standard,Luxury,Night,18,,Cosmetic
26.06.23,08:30:00,Loose Wiring,Axel installation,Dashboard,Michael Johnson,613939,4,Base,Long Range,Offroad,Afternoon,18,Yes,Functional
14.03.23,12:15:00,Faulty Battery,Tire and rim installation,Axel,Chris Lee,176488,5,IX0M,Long Range,Eco,Afternoon,7,Yes,Cosmetic
30.10.23,15:00:00,Loose Wiring,Steering wheel installation,Second Row Seats,Chris Lee,701910,4,IX0M,Standard,Offroad,Morning,13,,Cosmetic
08.06.23,17:30:00,Paint Scratch,Axel installation,Steering Wheel,Chris Lee,347706,9,Long,Long Range,Offroad,Morning,11,Yes,Functional
13.03.23,11:15:00,Faulty Battery,Dashboard installation,Steering Wheel,John Doe,420787,10,IX0M,Long Range,Offroad,Morning,10,,Cosmetic
12.05.23,08:45:00,Paint Scratch,Rear bumper installation,Door Panel,Emily Davis,381137,4,IX0M,High Performance,Luxury,Night,6,,Cosmetic
28.12.23,11:30:00,Cracked Windshield,Dashboard installation,Windshield,Chris Lee,242580,7,Pick-Up,Long Range,Race,Afternoon,10,Yes,Cosmetic
19.02.23,17:15:00,Loose Wiring,Axel installation,Dashboard,Chris Lee,337323,3,Base,High Performance,Race,Night,17,Yes,Cosmetic
25.04.23,09:30:00,Loose Wiring,Axel installation,Tires and Rims,Jane Smith,587793,6,Alpina,Long Range,Luxury,Morning,20,Yes,Functional
22.12.23,10:30:00,Loose Wiring,Headlight installation,Battery,Chris Lee,632054,4,Base,Standard,Race,Morning,23,Yes,Functional
22.04.23,13:00:00,Faulty Battery,Second row seats installation,Battery,Michael Johnson,221914,10,Alpina,High Performance,Luxury,Afternoon,20,Yes,Cosmetic
10.04.23,15:45:00,Loose Wiring,Headlight installation,Battery,Chris Lee,979103,7,Pick-Up,Standard,Offroad,Morning,14,No,Cosmetic
17.08.23,12:15:00,Hydraulic Leak,Axel installation,Battery,John Doe,641367,8,Long,Long Range,Offroad,Afternoon,14,Yes,Cosmetic
23.03.23,10:00:00,Cracked Windshield,Windshield installation,Door Panel,Michael Johnson,718035,3,IX0M,High Performance,Offroad,Morning,7,,Cosmetic
15.03.23,15:45:00,Loose Wiring,Dashboard installation,Windshield,Michael Johnson,383563,5,Long,Standard,Eco,Night,13,Yes,Functional
